Unnamed: 0,address,categories/0,categories/1,categories/2,categories/3,categories/4,categoryName,name,publishedAtDate,text,translatedLanguage,category,predicted_category_enhanced,confidence_enhanced
7489,"Av. Patriotismo 229, San Pedro de los Pinos, Benito Juárez, 03800 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Rox,2025-08-09T19:21:19.558Z,Good service and good taste.,en,,never-visited,0.34169813990592957
7493,"Av. Patriotismo 229, San Pedro de los Pinos, Benito Juárez, 03800 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Mariel Schettino,2025-08-09T02:09:46.408Z,It never fails,en,,authentic,0.22717370092868805
7494,"Av. Patriotismo 229, San Pedro de los Pinos, Benito Juárez, 03800 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Luis Daniel Hernandez,2025-08-08T23:26:49.875Z,Very different from other branches... I liked it very quickly and it tasted good...,en,,authentic,0.4381887912750244
7495,"Av. Patriotismo 229, San Pedro de los Pinos, Benito Juárez, 03800 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Ubaldo García,2025-08-08T22:24:05.128Z,The attention was very fast,en,,authentic,0.21696697175502777
7496,"Av. Patriotismo 229, San Pedro de los Pinos, Benito Juárez, 03800 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,amado castellon lagunes (AmadoCL),2025-08-08T20:15:14.951Z,"Excellent place to go eat, good prices, please don't change.",en,,never-visited,0.3731479048728943
7497,"Av. Patriotismo 229, San Pedro de los Pinos, Benito Juárez, 03800 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Stephanie Herrera,2025-08-08T17:36:58.210Z,Everything is super delicious,en,,authentic,0.27129751443862915
7498,"Av. Patriotismo 229, San Pedro de los Pinos, Benito Juárez, 03800 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,Evelyn Mendoza,2025-08-08T15:48:35.909Z,"Everything was delicious. Quick service, very pleasant.",en,,authentic,0.85
7501,"Av. Patriotismo 229, San Pedro de los Pinos, Benito Juárez, 03800 Ciudad de México, CDMX, Mexico",Mexican restaurant,Restaurant,,,,Mexican restaurant,María Asunción Mendoza Becerra,2025-08-07T02:34:20.514Z,Everything is delicious,en,,authentic,0.8
7503,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Claudia Jimenez,2024-01-04T16:06:44.892Z,"Every time I go to CDMEX, it is one of my mandatory visits 😊😋",en,,authentic,0.9431610703468323
7504,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Peluche Estepario CDMX,2023-12-26T08:33:43.467Z,"Good place to order takeout, there are no tables, it's takeout only.",en,,never-visited,0.4230216443538666
7506,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,WEND MENDOZA,2023-12-20T18:11:31.992Z,"The service is very fast and very efficient, everyone is very friendly.",en,,authentic,0.30824241042137146
7507,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Ric Rab,2023-12-18T05:25:37.069Z,Delivery 100%,,,authentic,0.65
7508,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Cesar González,2023-12-17T04:23:58.484Z,It is only a service for delivery and pick up.,en,,never-visited,0.7707409858703613
7515,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Marco,2023-11-04T04:14:14.669Z,"It looks like a meeting or convention of cannabis enthusiasts, the app delivery drivers get high, drink alcoholic beverages and the establishment does nothing about it.",en,,never-visited,0.4702818989753723
7516,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Rodarte FC,2023-11-03T22:41:13.822Z,"I don't know how poorly they are organized.

I ordered food by rappi and they canceled my order 25 minutes later.

I ordered again with Ubereats and my toast arrived, WITHOUT TOAST!",en,,never-visited,0.3717495799064636
7517,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Juana Romero,2023-11-01T15:14:54.758Z,"Fast service and good attention, lately the dishes with chicken and shredded meat, whether beef, pork or chicken with dry meat, inedible, very bad",en,,authentic,0.2360628843307495
7520,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Itzi Zerecero,2023-10-24T13:12:49.813Z,"Every time I eat at this location, it makes me sick. It doesn't matter if it's sope, tostadas, quesadillas, pozole... it always makes me feel incredibly sick! I can go to another location and have no problem, but here it's terrible. I wish they'd review their hygiene measures because it's alarming that any stew can be harmful!",en,,authentic,0.8107811212539673
7521,"Hamburgo 40, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Mauricio Velez,2023-10-22T18:37:55.352Z,"The service is friendly and fast, and the food we've ordered has always been very good. The only problem is that it's full of delivery drivers outside, often making a lot of noise.",en,,authentic,0.85
7524,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,Maravilla Lira Camila Astrid,2024-05-21T03:15:41.592Z,"This last time I went with a friend, we stopped by for dinner and ordered pozole. We thought it was quite salty, there even came a point where everything tasted salty and the dishes didn't seem like the quality they were a few months ago, starting from the green sauce to the horchata water. Hoping that it is not a branch issue, because all the staff is attentive and does not harass with the service.",en,,authentic,0.8999999999999999
7526,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,Eduardo G,2024-05-16T01:56:41.113Z,"The service was fast and good, but now they give you the choice of which sauces you are going to consume (without extra charge) they no longer give you all of them, the pressure when ordering and not having a table is already a bit exaggerated. The house sauce was strange with a decomposed flavor, the tacos' tortilla was somewhat stiff and cold, in general the quality of what we ordered was average to bad. The only redeemable thing was the quesadilla.",en,,authentic,0.85
7528,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,Rosa Maria Velasco Gutierrez,2024-05-15T17:25:42.923Z,It's not good anymore,en,,never-visited,0.3305068612098694
7529,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,Louis Garcia,2024-05-11T03:35:15.451Z,"Modern slavery. They literally make their workers feel like 17th-century cotton farmers, without the opportunity to sit down and rest or even receive an emergency call on their phones. They said they would give a bonus on May 10th, but in the end, they just tricked them and didn't give them anything extra. Just a thank you. I don't think it's fair for customers to not mention anything about this deplorable situation.",en,,authentic,0.34673836827278137
7530,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,Iris Yazmín Gómez (Irissita),2024-05-07T21:45:50.863Z,"Very good food, and attention 🙂",en,,never-visited,0.3002665936946869
7533,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,LeonarDeath leo,2024-05-03T16:06:01.041Z,"I can't comment on the place because there is never a place, they serve you per shift and there is always a waiting list of about 20 shifts, I guess it must be good that's why it is packed with people",en,,never-visited,0.9680802226066589
7534,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,Ivan,2024-05-03T01:51:45.568Z,"Pay attention to the grated cheese when ordering flautas, it is in poor condition and yet they acted surprised and indifferent despite the appearance.

Regarding the “natural” orangeade, it turns out that it is not natural and is mixed with syrup (this is a comment from the branch staff itself), it tasted quite stale.

Very bad experience for the type of basic dishes they offer. The staff were quite intrusive and making comments to each other after returning my order.",en,,authentic,0.825
7535,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,ads Myleads,2024-04-30T20:22:16.128Z,"Excellent service, incredible new facilities. Excellent flavor. AND IT'S VERY SUCCESSFUL THAT TOÑO'S HOUSE SEALS THE PARKING LOT FOR YOU.",en,,authentic,0.85
7536,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,Myrna Chavarría M,2024-04-28T14:58:37.292Z,"As always, fast and friendly in the store. BUT...their delivery services keep getting worse. Something's always missing: sauces, cheese, toast.",en,,authentic,0.3155490756034851
7538,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,Richard Vallejo,2024-04-26T13:46:17.464Z,"Good service, good tasting food",en,,authentic,0.85
7540,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,dante vargas,2024-04-22T02:33:38.986Z,It's a good place to eat,en,,never-visited,0.3179330825805664
7541,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,Issac Gomez,2024-04-21T18:49:59.461Z,The three requested dishes were very delicious.,en,,authentic,0.26296257972717285
7542,"Av El Rosario 1025, El Rosario, Azcapotzalco, 02430 Ciudad de México, CDMX, Mexico",Mexican restaurant,Breakfast restaurant,Restaurant,,,Mexican restaurant,Anonimus Anonimo,2024-04-20T16:07:34.957Z,"The place is spacious, the service is fast, and the food is well presented. In my case, I ordered a package of chilaquiles, and I feel like they put fewer tortilla chips this time; they used to be more abundant. I think they could improve them and measure out the portions. They accept card payments. It's busier in the afternoons.",en,,authentic,0.85
7552,"Av. Juarez S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",Cultural center,Art museum,Tourist attraction,,,Cultural center,Alex Eduardo Aguilar Rojas,2025-08-17T03:06:18.364Z,Very cool,en,,authentic,0.65
7556,"Av. Juarez S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",Cultural center,Art museum,Tourist attraction,,,Cultural center,Hugo I. Pérez,2025-08-17T01:02:34.443Z,"A true palace to enjoy each event that is selected to be presented at the venue, dances, orchestra, concert, staging... In addition to having great works by Mexican muralists.",en,,authentic,0.3793935775756836
7558,"Av. Juarez S/N, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",Cultural center,Art museum,Tourist attraction,,,Cultural center,Catalina Sarmiento,2025-08-16T23:53:37.656Z,Excellent and safe place to park,en,,authentic,0.5801324844360352
7564,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Brenda Mallares V,2025-02-17T21:30:48.943Z,"They always provide excellent service to me and my family at Casa de Toño, Tlalpan, the food is super delicious, and the coffee is delicious.",en,,authentic,0.9249999999999999
7566,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Ale Gomez,2025-02-16T18:05:55.643Z,The food is not good at all,en,,never-visited,0.3758578300476074
7569,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Beatriz Pérez Solis,2025-02-13T06:53:35.688Z,"Everything incredible, the attention, the food, the place, everything excellent.",en,,never-visited,0.28424930572509766
7570,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Emmanuel Amaro Sanchez,2025-02-12T23:37:51.201Z,"It's the first time I feel neglected, my food took a long time",en,,authentic,0.35889795422554016
7575,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Luis Ronaldo MN,2025-02-12T06:13:18.820Z,"The place is quite spacious, so it has many tables. The service is friendly, unfortunately (I suppose due to the company's exploitation policies) the service is excessively fast, as the waiters keep running and the supervisors are somewhat harassing, this makes the experience of eating there uncomfortable.",en,,authentic,0.8999999999999999
7576,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Julio Trejo,2025-02-11T16:28:49.561Z,"Excellent, very rich, everything",en,,never-visited,0.3039954602718353
7577,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Nayelli CC,2025-02-10T23:17:13.724Z,"Efficient, fast service and good food.",en,,authentic,0.85
7579,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,Ximena Pineda,2025-02-10T02:32:00.613Z,Well as always,en,,authentic,0.24942077696323395
7580,"Calz. de Tlalpan 4385, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, Mexico",Mexican restaurant,,,,,Mexican restaurant,fabricio muñoz lopez,2025-02-10T01:36:06.636Z,"All good.
No parking during regular business hours only!",en,,authentic,0.25200825929641724
